Representative Name,Product,State,Sale Amount,Quarter
Lela Harvey,homeopathic remedy,Texas,7845.11,Q4
Lola Wade,watermelon,Texas,945.12,Q4
Jeanette Robertson,snake,New York,1205.36,Q4
Estella Dawson,snake,Texas,310.06,Q4
Theresa Frazier,401k,Florida,839.59,Q4
Bruce Berry,homeopathic remedy,Texas,1232.97,Q4
Isabella Santiago,beanie baby,Texas,1130.46,Q4
Caroline Berry,homeopathic remedy,California,4040.01,Q4
Isabella Santiago,homeopathic remedy,California,238.59,Q4
Marguerite Poole,snake,California,2233.75,Q4
Henrietta Wood,homeopathic remedy,New York,1742.99,Q4
Jesus Hampton,watermelon,New York,1887.18,Q4
Cordelia Washington,snake,Texas,8992.75,Q4
Eleanor Ford,401k,Massachusetts,3473.31,Q4
Alice McGuire,watermelon,Florida,2294.43,Q4
Eleanor Patrick,beanie baby,New York,446.03,Q4
Ina Evans,homeopathic remedy,Massachusetts,1623.30,Q4
Lola Wade,homeopathic remedy,Texas,766.48,Q4
Theresa Frazier,homeopathic remedy,Texas,4624.69,Q4
Edgar Wilkins,homeopathic remedy,New York,7615.74,Q4
Mary Townsend,401k,New York,742.98,Q4
Amelia Pope,watermelon,Florida,2345.68,Q4
Caroline Berry,401k,Texas,8003.85,Q4
Henrietta Wood,watermelon,Florida,3744.32,Q4
Luis Gilbert,401k,Texas,1483.65,Q4
Richard Luna,snake,New York,9549.48,Q4
Stephen Baker,watermelon,California,7687.60,Q4
Antonio Walton,homeopathic remedy,Massachusetts,5564.99,Q4
Ricky Burgess,watermelon,California,3798.41,Q4
Sally Tucker,401k,Florida,9954.89,Q4
Hulda Munoz,401k,California,8804.22,Q4
Warren Warren,beanie baby,Florida,2278.43,Q4
Jeff Jennings,homeopathic remedy,Florida,6451.99,Q4
Ricky Burgess,beanie baby,Texas,6143.29,Q4
Amelia Pope,snake,New York,6131.61,Q4
Gertrude Harrington,homeopathic remedy,Florida,56.48,Q4
Manuel Boyd,homeopathic remedy,Texas,168.03,Q4
Billy Lucas,homeopathic remedy,New York,1675.70,Q4
Gertrude Harrington,snake,California,25.74,Q4
Lela Harvey,snake,New York,1178.81,Q4
Birdie Simmons,watermelon,New York,668.01,Q4
Nora Brooks,homeopathic remedy,Texas,7649.57,Q4
Troy Ballard,snake,Florida,42.96,Q4
Kenneth Hamilton,watermelon,New York,46.99,Q4
Shawn Martin,watermelon,New York,7585.25,Q4
Alejandro Castro,beanie baby,Florida,3687.11,Q4
Chris Atkins,homeopathic remedy,New York,73.05,Q4
Jesus Hampton,beanie baby,California,3602.99,Q4
Georgie West,watermelon,Florida,3361.71,Q4
Hulda Munoz,beanie baby,New York,53.95,Q4
Sophia Stephens,401k,California,93.24,Q4
Sarah Massey,snake,Texas,1767.92,Q4
Ida Ellis,beanie baby,Massachusetts,15.84,Q4
Samuel Yates,401k,New York,4904.80,Q4
Rodney Day,watermelon,California,1592.83,Q4
Jose Harmon,watermelon,California,3126.54,Q4
Cody Duncan,watermelon,New York,2093.07,Q4
Gilbert Horton,homeopathic remedy,Texas,130.32,Q4
Charlotte Bryan,401k,Massachusetts,116.36,Q4
Myrtle Hodges,homeopathic remedy,New York,408.21,Q4
Samuel Yates,watermelon,Texas,704.16,Q4
Ida Hale,watermelon,Texas,3.75,Q4
Curtis Cannon,watermelon,Texas,417.65,Q4
Nannie Clarke,watermelon,New York,5660.94,Q4
Nora Gray,401k,Massachusetts,2932.49,Q4
Cody Duncan,401k,Texas,4208.37,Q4
Caroline Berry,homeopathic remedy,California,4251.78,Q4
Douglas Edwards,beanie baby,Texas,2562.30,Q4
Myrtle Hodges,watermelon,New York,5578.38,Q4
Iva Holmes,homeopathic remedy,New York,4550.71,Q4
Bruce Berry,watermelon,Florida,209.57,Q4
Jesus Hampton,snake,Massachusetts,2387.03,Q4
Elmer McLaughlin,watermelon,Florida,14.93,Q4
Sally Tucker,401k,New York,2.94,Q4
Samuel Yates,401k,Texas,9290.59,Q4
Alejandro Castro,homeopathic remedy,New York,803.03,Q4
Hulda Munoz,401k,California,986.47,Q4
Nettie Copeland,homeopathic remedy,New York,5695.45,Q4
Jose Harmon,homeopathic remedy,New York,3352.16,Q4
Nora Gray,beanie baby,New York,85.35,Q4
Angel Reese,401k,Florida,7956.93,Q4
Mae Summers,watermelon,Florida,5824.43,Q4
Cody Duncan,homeopathic remedy,Florida,6887.32,Q4
Winnie Norman,beanie baby,Texas,347.49,Q4
Cordelia Washington,snake,Texas,4375.76,Q4
Eleanor Ford,snake,New York,2663.04,Q4
Jeremiah Norton,401k,California,244.61,Q4
Warren Warren,homeopathic remedy,Texas,158.82,Q4
Helen Kelly,snake,Texas,1793.01,Q4
Billy Lucas,snake,Florida,3089.49,Q4
Shane Estrada,401k,California,1745.93,Q4
Sophia Wilson,401k,New York,6531.21,Q4
Alice McGuire,beanie baby,Florida,6212.93,Q4
Eleanor Patrick,beanie baby,Texas,9436.52,Q4
Billy Lucas,401k,Texas,303.53,Q4
Maude Hoffman,homeopathic remedy,New York,2855.24,Q4
Josephine Bowen,watermelon,New York,1973.93,Q4
Lottie Graham,watermelon,Massachusetts,9740.52,Q4
Edgar Wilkins,snake,Texas,136.72,Q4
Isabella Santiago,snake,Florida,5994.28,Q4
Jose Harmon,beanie baby,Florida,1739.28,Q4
Helen Kelly,watermelon,New York,4380.80,Q4
Sarah Massey,homeopathic remedy,California,9533.96,Q4
Kenneth Hamilton,401k,Florida,3095.62,Q4
Roxie McCormick,beanie baby,Massachusetts,5336.02,Q4
Birdie Simmons,401k,Massachusetts,3.11,Q4
Myrtle Hodges,401k,Florida,1919.19,Q4
Sophia Wilson,401k,Texas,7996.18,Q4
Jeanette Robertson,snake,Texas,1240.66,Q4
Abbie Jenkins,watermelon,California,7540.88,Q4
Ian Miller,beanie baby,Texas,8460.96,Q4
Nannie Clarke,snake,California,2988.12,Q4
Henrietta Wood,401k,California,738.30,Q4
Annie Perkins,snake,California,701.25,Q4
Mary Townsend,homeopathic remedy,California,8860.53,Q4
Tillie Bryant,watermelon,Texas,7869.08,Q4
Genevieve Thornton,snake,Florida,3317.02,Q4
Troy Ballard,watermelon,New York,1474.34,Q4
Mae Summers,beanie baby,New York,35.72,Q4
Marc Bell,watermelon,Texas,2800.74,Q4
Lula Thompson,401k,New York,4543.60,Q4
James Green,watermelon,Massachusetts,5901.58,Q4
Angel Reese,snake,Texas,5341.63,Q4
Jeff Jennings,watermelon,Florida,4259.96,Q4
Cordelia Washington,watermelon,New York,2282.12,Q4
Gertrude Harrington,watermelon,Florida,260.23,Q4
Emma Holmes,snake,Massachusetts,2577.51,Q4
Lelia Bowen,beanie baby,Massachusetts,0.78,Q4
Jose Harmon,401k,Texas,542.02,Q4
Rodney Day,beanie baby,Texas,8090.79,Q4
Genevieve Thornton,snake,California,3464.31,Q4
Henrietta Wood,watermelon,New York,5950.09,Q4
Lela Harvey,watermelon,Massachusetts,3369.03,Q4
Emily Gardner,401k,New York,7475.11,Q4
Lola Wade,401k,Florida,8239.85,Q4
Eleanor Patrick,snake,California,3598.39,Q4
Birdie Carter,401k,Massachusetts,240.16,Q4
Mamie Roy,snake,Texas,4348.81,Q4
Mary Townsend,beanie baby,Massachusetts,1123.50,Q4
Warren Warren,watermelon,Florida,2687.97,Q4
Gertrude Harrington,watermelon,Texas,411.74,Q4
Lela Harvey,beanie baby,New York,2082.51,Q4
Luis Gilbert,snake,California,9060.65,Q4
Josephine Bowen,snake,Florida,97.77,Q4
Lula Thompson,snake,Texas,4308.88,Q4
Theresa Frazier,snake,California,5813.77,Q4
Annie Perkins,homeopathic remedy,New York,704.54,Q4
Iva Holmes,watermelon,Florida,112.99,Q4
Alice McGuire,homeopathic remedy,New York,1490.08,Q4
Sophia Stephens,beanie baby,Florida,4602.25,Q4
Charlie West,401k,Massachusetts,4416.42,Q4
Shane Estrada,snake,Florida,8841.17,Q4
Jason Park,401k,Texas,3436.06,Q4
Troy Ballard,watermelon,California,634.97,Q4
Mamie Roy,snake,Texas,6983.18,Q4
Eva Carter,snake,Texas,3394.27,Q4
Jose Harmon,snake,New York,165.46,Q4
Marguerite Poole,401k,New York,687.93,Q4
Mamie Roy,homeopathic remedy,Texas,8368.83,Q4
May Webster,snake,New York,3269.58,Q4
Warren Warren,401k,Texas,9730.44,Q4
Winnie Norman,snake,Massachusetts,335.42,Q4
Eleanor Ford,watermelon,New York,4752.98,Q4
Edgar Wilkins,beanie baby,California,4249.71,Q4
Maude Hoffman,snake,California,774.17,Q4
Amelia Pope,snake,California,7862.66,Q4
Johnny Wagner,401k,Florida,6160.35,Q4
Birdie Carter,401k,Florida,5209.49,Q4
Marc Bell,401k,Florida,2149.33,Q4
Lelia Graves,snake,New York,5170.26,Q4
Chris Atkins,snake,California,2960.72,Q4
Abbie Jenkins,snake,Texas,6043.07,Q4
Curtis Cannon,watermelon,New York,2086.95,Q4
Edgar Wilkins,snake,California,4429.39,Q4
Lelia Graves,snake,New York,2428.14,Q4
Jose Harmon,401k,California,18.41,Q4
Helen Kelly,watermelon,Florida,6131.39,Q4
Warren Warren,watermelon,Massachusetts,328.38,Q4
Alejandro Castro,snake,Florida,8696.23,Q4
Eleanor Ford,homeopathic remedy,Texas,3248.49,Q4
Tom Massey,homeopathic remedy,Massachusetts,45.17,Q4
Ricky Burgess,snake,Texas,7112.47,Q4
Viola Watson,homeopathic remedy,New York,2876.96,Q4
Estella Dawson,watermelon,Florida,3087.14,Q4
Emma Holmes,snake,Florida,916.48,Q4
Lula Thompson,watermelon,Texas,8308.21,Q4
Mark Parks,homeopathic remedy,Texas,114.32,Q4
Curtis Cannon,401k,Texas,1493.03,Q4
Nettie Copeland,snake,New York,0.80,Q4
Jose Harmon,beanie baby,Florida,7364.03,Q4
Helen Kelly,beanie baby,Texas,4676.61,Q4
Nannie Clarke,beanie baby,Massachusetts,8370.44,Q4
Charlotte Bryan,401k,Florida,71.86,Q4
Genevieve Thornton,homeopathic remedy,California,4295.19,Q4
Mark Parks,snake,Massachusetts,8468.87,Q4
Irene Webster,401k,New York,398.41,Q4
Lottie Graham,beanie baby,New York,63.50,Q4
Shawn Martin,401k,Texas,2340.18,Q4
Nelle Alexander,beanie baby,Texas,7216.03,Q4
Virgie Walton,401k,New York,957.52,Q4
Theresa Frazier,beanie baby,Florida,78.65,Q4
Emma Holmes,snake,Florida,0.56,Q4
Josephine Bowen,401k,New York,2787.14,Q4
Chris Atkins,snake,Massachusetts,936.36,Q4
Jose Harmon,401k,New York,2521.79,Q4
Stephen Baker,snake,California,7225.62,Q4
Cody Duncan,snake,California,646.35,Q4
Helen Kelly,homeopathic remedy,California,9180.96,Q4
Sarah Massey,beanie baby,Texas,5.33,Q4
Bruce Berry,snake,Florida,3290.87,Q4
Mary Townsend,watermelon,Massachusetts,963.53,Q4
Charlie West,homeopathic remedy,Massachusetts,785.03,Q4
Henrietta Wood,watermelon,New York,6517.65,Q4
Laura Morrison,homeopathic remedy,New York,703.22,Q4
Georgie West,401k,California,616.88,Q4
Nora Brooks,watermelon,Texas,771.10,Q4
Estella Dawson,snake,Massachusetts,7844.58,Q4
Edgar Wilkins,snake,New York,6171.20,Q4
Estella Dawson,snake,California,1004.19,Q4
Annie Perkins,watermelon,Texas,292.14,Q4
Lela Harvey,watermelon,California,3495.17,Q4
Curtis Cannon,homeopathic remedy,New York,170.11,Q4
Birdie Carter,401k,California,9822.32,Q4
Isabella Santiago,homeopathic remedy,Massachusetts,7322.87,Q4
Edgar Wilkins,snake,Texas,69.92,Q4
Emily Gardner,beanie baby,Massachusetts,652.15,Q4
Sarah Massey,homeopathic remedy,California,7821.99,Q4
Gertrude Harrington,watermelon,Massachusetts,1615.08,Q4
Rodney Day,snake,Texas,1603.62,Q4
May Webster,beanie baby,New York,9311.44,Q4
Mary Townsend,beanie baby,Florida,43.09,Q4
Lelia Bowen,watermelon,California,7564.35,Q4
Jeanette Robertson,homeopathic remedy,New York,545.09,Q4
Nettie Copeland,401k,Massachusetts,2133.00,Q4
Sarah Massey,watermelon,California,641.90,Q4
Mamie Roy,watermelon,New York,167.27,Q4
May Webster,snake,Texas,3747.72,Q4
Charlotte Bryan,snake,New York,293.98,Q4
Winnie Norman,watermelon,California,1452.47,Q4
Virgie Walton,watermelon,Florida,7302.38,Q4
Estella Dawson,homeopathic remedy,New York,7717.38,Q4
Caroline Berry,homeopathic remedy,New York,1781.19,Q4
Maude Hoffman,401k,Massachusetts,1612.01,Q4
Richard Luna,watermelon,Texas,1596.45,Q4
Cordelia Washington,401k,Texas,6.21,Q4
Roxie McCormick,401k,Massachusetts,421.35,Q4
Angel Reese,401k,California,1387.05,Q4
Estelle Zimmerman,watermelon,New York,1530.43,Q4
Edgar Wilkins,homeopathic remedy,Texas,7104.12,Q4
Shane Estrada,homeopathic remedy,Texas,632.17,Q4
Nelle Alexander,401k,Massachusetts,10.12,Q4
Caroline Berry,homeopathic remedy,Texas,37.44,Q4
Marc Bell,homeopathic remedy,Massachusetts,4864.45,Q4
Annie Perkins,watermelon,Florida,5626.34,Q4
Manuel Boyd,homeopathic remedy,New York,897.37,Q4
Jeremiah Norton,watermelon,Texas,9063.49,Q4
Ian Miller,snake,Florida,7268.12,Q4
Isabelle Mills,snake,Texas,63.50,Q4
Sally Tucker,snake,Texas,8687.50,Q4
Georgie West,401k,Massachusetts,1353.56,Q4
Jeff Jennings,homeopathic remedy,Texas,201.84,Q4
Gertrude Harrington,401k,California,535.59,Q4
Sarah Massey,beanie baby,Florida,6165.60,Q4
Bruce Berry,homeopathic remedy,California,4256.78,Q4
Virgie Walton,401k,California,12.94,Q4
Eleanor Ford,401k,Texas,512.40,Q4
Warren Warren,beanie baby,Massachusetts,485.69,Q4
Gilbert Horton,401k,Florida,4641.77,Q4
Genevieve Thornton,watermelon,Massachusetts,228.12,Q4
Shawn Martin,401k,New York,119.04,Q4
Johnny Wagner,401k,Texas,1.93,Q4
Manuel Boyd,homeopathic remedy,Florida,22.54,Q4
Nettie Copeland,homeopathic remedy,California,2564.03,Q4
Iva Holmes,homeopathic remedy,New York,746.35,Q4
Gary Griffith,watermelon,Texas,4182.57,Q4
Annie Perkins,homeopathic remedy,Texas,1712.89,Q4
Ida Hale,watermelon,California,9164.85,Q4
Iva Holmes,401k,Massachusetts,251.73,Q4
Ida Hale,watermelon,Florida,1919.89,Q4
Ricky Burgess,snake,Massachusetts,332.95,Q4
Edgar Wilkins,beanie baby,Texas,1493.45,Q4
Shawn Martin,homeopathic remedy,New York,9413.89,Q4
James Green,snake,California,9494.78,Q4
Chris Atkins,401k,California,5619.42,Q4
Nora Brooks,homeopathic remedy,California,3248.55,Q4
Billy Lucas,401k,Florida,8831.90,Q4
Sophia Wilson,beanie baby,Florida,20.54,Q4
Jason Park,beanie baby,Texas,469.43,Q4
Birdie Simmons,401k,Texas,4161.42,Q4
Mary Townsend,beanie baby,Texas,4370.69,Q4
Marc Bell,401k,New York,2672.54,Q4
Ida Hale,watermelon,Texas,5722.06,Q4
Mary Townsend,snake,New York,425.64,Q4
Viola Watson,beanie baby,Florida,479.87,Q4
Gertrude Harrington,beanie baby,Massachusetts,5934.78,Q4
Tillie Bryant,401k,New York,197.09,Q4
Ricky Burgess,401k,Massachusetts,851.84,Q4
Nelle Alexander,watermelon,California,159.16,Q4
Ina Evans,snake,Florida,2650.83,Q4
Virgie Walton,beanie baby,California,616.05,Q4
Annie Perkins,homeopathic remedy,Texas,8417.02,Q4
Billy Lucas,homeopathic remedy,Texas,9807.35,Q4
Sally Tucker,snake,California,418.07,Q4
Jeremiah Norton,snake,New York,9748.44,Q4
Jose Harmon,401k,Massachusetts,2790.33,Q4
Genevieve Thornton,401k,California,1749.28,Q4
Tillie Bryant,401k,California,9408.47,Q4
Gilbert Horton,homeopathic remedy,Massachusetts,7906.19,Q4
Troy Ballard,watermelon,Texas,311.35,Q4
Nettie Copeland,snake,Texas,406.01,Q4
Mark Parks,homeopathic remedy,California,7425.34,Q4
Estella Dawson,watermelon,Massachusetts,8313.44,Q4
Rodney Day,beanie baby,Texas,1.26,Q4
Mamie Roy,beanie baby,Texas,4019.43,Q4
Shane Estrada,watermelon,Massachusetts,7913.10,Q4
Edgar Wilkins,beanie baby,Florida,33.98,Q4
Emily Gardner,401k,Texas,612.45,Q4
Angel Reese,snake,Florida,3256.31,Q4
Tom Massey,beanie baby,Texas,2063.65,Q4
Douglas Edwards,watermelon,New York,262.48,Q4
Winnie Norman,beanie baby,Florida,2919.87,Q4
Angel Reese,401k,New York,5530.48,Q4
Nannie Clarke,watermelon,Texas,1140.24,Q4
Richard Luna,watermelon,Florida,5600.82,Q4
Genevieve Thornton,beanie baby,New York,2957.53,Q4
Nelle Alexander,snake,Florida,9798.65,Q4
Shawn Martin,401k,Texas,2549.49,Q4
Myrtle Hodges,watermelon,Massachusetts,6177.25,Q4
Jeanette Robertson,watermelon,Massachusetts,3080.47,Q4
Edgar Wilkins,homeopathic remedy,California,2076.11,Q4
Ian Miller,beanie baby,Texas,1563.38,Q4
Caroline Berry,homeopathic remedy,New York,5962.36,Q4
Shane Estrada,watermelon,Massachusetts,16.68,Q4
Tillie Bryant,beanie baby,New York,860.19,Q4
Johnny Wagner,snake,New York,163.75,Q4
Johnny Wagner,401k,Massachusetts,7795.97,Q4
Lula Thompson,watermelon,New York,428.47,Q4
Ivan Moore,watermelon,Massachusetts,2163.96,Q4
Shawn Martin,beanie baby,Massachusetts,2018.05,Q4
Virgie Walton,watermelon,Florida,9706.17,Q4
Ricky Burgess,homeopathic remedy,California,173.94,Q4
Nannie Clarke,beanie baby,New York,3216.12,Q4
Alice McGuire,watermelon,California,8058.72,Q4
Marguerite Poole,beanie baby,Texas,1339.83,Q4
Sarah Massey,homeopathic remedy,New York,2718.67,Q4
Lula Thompson,beanie baby,Florida,215.27,Q4
Richard Luna,401k,New York,744.42,Q4
May Webster,homeopathic remedy,Massachusetts,2244.22,Q4
Eva Carter,watermelon,California,2093.62,Q4
James Green,401k,Texas,191.59,Q4
Sophia Stephens,beanie baby,Texas,129.21,Q4
Douglas Edwards,homeopathic remedy,Texas,6925.62,Q4
Cordelia Washington,401k,Florida,4323.75,Q4
Mae Summers,snake,New York,1369.88,Q4
Alejandro Castro,snake,New York,1329.21,Q4
Shane Estrada,401k,Texas,843.24,Q4
Stephen Baker,snake,Massachusetts,960.05,Q4
Virgie Walton,snake,Texas,6769.45,Q4
Nelle Alexander,watermelon,New York,7390.78,Q4
Addie Sutton,beanie baby,Massachusetts,671.80,Q4
Lelia Bowen,snake,Texas,5531.84,Q4
Marc Bell,401k,California,7499.17,Q4
Richard Logan,homeopathic remedy,Massachusetts,5336.54,Q4
Emily Gardner,watermelon,New York,340.78,Q4
Josephine Bowen,beanie baby,Texas,6556.66,Q4
Iva Holmes,beanie baby,Texas,67.22,Q4
Kenneth Hamilton,watermelon,Texas,8892.75,Q4
Jeremiah Norton,beanie baby,Texas,2300.21,Q4
Lela Harvey,401k,New York,9003.72,Q4
Jeff Jennings,watermelon,Florida,6810.47,Q4
Angel Reese,401k,Massachusetts,788.86,Q4
Abbie Jenkins,snake,New York,2811.48,Q4
Caroline Berry,homeopathic remedy,Massachusetts,109.96,Q4
Lula Thompson,watermelon,Texas,6668.45,Q4
Lola Wade,beanie baby,Florida,7845.18,Q4
Isabelle Mills,homeopathic remedy,Massachusetts,5596.41,Q4
Genevieve Thornton,401k,California,9198.26,Q4
Curtis Cannon,homeopathic remedy,California,1455.06,Q4
Birdie Simmons,beanie baby,Florida,1662.87,Q4
Mark Parks,homeopathic remedy,New York,3553.75,Q4
Josephine Bowen,watermelon,Massachusetts,943.25,Q4
Charlotte Bryan,beanie baby,California,116.26,Q4
Eva Carter,homeopathic remedy,Florida,667.95,Q4
Mae Summers,401k,California,4277.37,Q4
Angel Reese,beanie baby,Massachusetts,3411.94,Q4
Gary Griffith,homeopathic remedy,Massachusetts,487.83,Q4
Ina Evans,snake,Massachusetts,286.32,Q4
Maude Hoffman,homeopathic remedy,Texas,7293.22,Q4
Isabelle Mills,snake,California,6821.09,Q4
Birdie Simmons,beanie baby,Florida,2585.30,Q4
Jeremiah Norton,homeopathic remedy,Florida,5348.54,Q4
Tillie Bryant,401k,California,310.01,Q4
Marguerite Poole,beanie baby,Massachusetts,2027.72,Q4
Ricky Burgess,beanie baby,New York,1.12,Q4
Eleanor Patrick,401k,Florida,5684.32,Q4
Iva Holmes,snake,Massachusetts,6642.64,Q4
Theresa Frazier,homeopathic remedy,Massachusetts,1512.65,Q4
Marc Bell,snake,Florida,1884.67,Q4
Gilbert Horton,homeopathic remedy,California,144.22,Q4
Ricky Burgess,watermelon,Texas,71.94,Q4
Gertrude Harrington,homeopathic remedy,Texas,14.24,Q4
Gertrude Harrington,watermelon,California,4.95,Q4
Sophia Wilson,homeopathic remedy,Florida,151.65,Q4
Isabelle Mills,401k,New York,3952.00,Q4
Eleanor Ford,homeopathic remedy,Florida,1.58,Q4
Lelia Graves,snake,California,4922.61,Q4
James Green,401k,Florida,7446.28,Q4
Curtis Cannon,401k,California,9058.51,Q4
Ricky Burgess,401k,California,8156.94,Q4
Amelia Pope,401k,California,5732.90,Q4
Alejandro Castro,homeopathic remedy,New York,32.98,Q4
Annie Perkins,snake,Florida,7421.05,Q4
Iva Holmes,watermelon,California,3071.86,Q4
Georgie West,401k,Massachusetts,6890.19,Q4
Billy Lucas,homeopathic remedy,New York,8783.91,Q4
Jeff Jennings,snake,Texas,8925.43,Q4
Eva Carter,beanie baby,Florida,6542.80,Q4
Ian Miller,snake,California,4958.65,Q4
Virgie Walton,snake,Florida,26.91,Q4
Sarah Massey,beanie baby,Massachusetts,274.75,Q4
Lelia Graves,beanie baby,Florida,5317.02,Q4
Troy Ballard,beanie baby,Florida,7358.28,Q4
Billy Lucas,snake,California,8259.29,Q4
Lela Harvey,snake,Florida,1725.95,Q4
Tom Massey,401k,New York,535.61,Q4
Jeff Jennings,snake,Texas,3059.52,Q4
Angel Reese,snake,New York,5679.06,Q4
Winnie Norman,401k,Texas,6270.29,Q4
Gary Griffith,homeopathic remedy,Texas,1922.68,Q4
Troy Ballard,snake,Texas,534.96,Q4
Sally Tucker,homeopathic remedy,Florida,3524.24,Q4
Jesus Hampton,beanie baby,Texas,6508.79,Q4
Isabelle Mills,snake,California,0.69,Q4
Mark Parks,beanie baby,New York,2332.52,Q4
Theresa Frazier,snake,Texas,6153.41,Q4
Troy Ballard,snake,Massachusetts,3185.98,Q4
Emily Gardner,401k,Florida,6578.00,Q4
Chris Atkins,homeopathic remedy,Massachusetts,5886.49,Q4
Ricky Burgess,watermelon,New York,4794.63,Q4
Helen Kelly,401k,Massachusetts,472.96,Q4
Mary Townsend,homeopathic remedy,Florida,486.09,Q4
Helen Kelly,beanie baby,Florida,1558.18,Q4
Lola Wade,snake,Florida,220.72,Q4
Charlotte Bryan,snake,Florida,2041.12,Q4
Jeff Jennings,homeopathic remedy,California,9652.94,Q4
Estelle Zimmerman,snake,New York,2024.94,Q4
Lelia Graves,snake,Florida,102.76,Q4
Genevieve Thornton,homeopathic remedy,Massachusetts,6347.48,Q4
Elmer McLaughlin,watermelon,California,104.89,Q4
Maude Hoffman,401k,Florida,9590.35,Q4
Lottie Graham,snake,New York,4000.17,Q4
Jason Park,beanie baby,Massachusetts,3411.08,Q4
Lottie Graham,401k,Florida,101.00,Q4
Amelia Pope,401k,Florida,9549.42,Q4
Abbie Jenkins,watermelon,Texas,136.70,Q4
Rodney Day,beanie baby,Texas,4781.52,Q4
Georgie West,watermelon,New York,3526.47,Q4
Mamie Roy,snake,Massachusetts,2165.83,Q4
Addie Sutton,snake,Massachusetts,20.24,Q4
May Webster,snake,Massachusetts,6531.74,Q4
Chris Atkins,watermelon,Massachusetts,41.54,Q4
Shane Estrada,watermelon,Florida,4396.50,Q4
Marguerite Poole,snake,Massachusetts,9921.41,Q4
Theresa Frazier,snake,New York,8602.60,Q4
Luis Gilbert,snake,Texas,8942.56,Q4
Henrietta Wood,401k,Florida,1810.57,Q4
Jeremiah Norton,watermelon,Florida,6055.90,Q4
Charlie West,snake,Texas,234.58,Q4
Douglas Edwards,401k,New York,1340.60,Q4
May Webster,homeopathic remedy,New York,1815.05,Q4
Emma Holmes,beanie baby,Texas,555.10,Q4
Helen Kelly,snake,Massachusetts,321.51,Q4
Isabella Santiago,watermelon,California,5792.60,Q4
Estelle Zimmerman,homeopathic remedy,New York,364.94,Q4
Nettie Copeland,homeopathic remedy,Massachusetts,4351.40,Q4
Alejandro Castro,401k,Massachusetts,7808.55,Q4
Charlotte Bryan,watermelon,Texas,3496.85,Q4
Billy Lucas,snake,Florida,578.87,Q4
Billy Lucas,401k,Texas,6053.43,Q4
Gilbert Horton,watermelon,Texas,2068.62,Q4
Iva Holmes,beanie baby,Texas,9288.94,Q4
Birdie Carter,beanie baby,Texas,3422.34,Q4
Henrietta Wood,401k,New York,197.17,Q4
Tom Massey,snake,California,1944.24,Q4
Lula Thompson,beanie baby,Massachusetts,48.17,Q4
Cody Duncan,beanie baby,Florida,4701.33,Q4
Iva Holmes,beanie baby,Texas,583.37,Q4
Genevieve Thornton,snake,California,1765.51,Q4
May Webster,401k,California,3000.86,Q4
Alejandro Castro,beanie baby,Texas,1209.68,Q4
Eleanor Patrick,watermelon,New York,3701.81,Q4
Shawn Martin,watermelon,Massachusetts,6796.97,Q4
Ricky Burgess,watermelon,Massachusetts,276.64,Q4
Jeff Jennings,watermelon,California,383.73,Q4
Cordelia Washington,401k,California,3468.18,Q4
Manuel Boyd,snake,Florida,5988.28,Q4
Eva Carter,401k,Massachusetts,3928.60,Q4
Lottie Graham,watermelon,New York,2097.72,Q4
Nannie Clarke,watermelon,Massachusetts,69.58,Q4
Maude Hoffman,beanie baby,New York,5544.64,Q4
Maude Hoffman,homeopathic remedy,Texas,2470.62,Q4
Cordelia Washington,401k,Texas,2256.82,Q4
Abbie Jenkins,watermelon,California,444.80,Q4
Viola Watson,401k,Florida,4287.55,Q4
Manuel Boyd,homeopathic remedy,Massachusetts,4326.29,Q4
Hulda Munoz,401k,Massachusetts,1539.67,Q4
Nannie Clarke,beanie baby,New York,1201.66,Q4
Eleanor Patrick,snake,Texas,2402.99,Q4
Nora Brooks,401k,Florida,9138.30,Q4
Lela Harvey,watermelon,Florida,250.86,Q4
Nelle Alexander,snake,Texas,8641.56,Q4
Eleanor Ford,snake,New York,4614.77,Q4
Troy Ballard,beanie baby,Texas,2885.77,Q4
Winnie Norman,401k,New York,1006.29,Q4
Winnie Norman,homeopathic remedy,Massachusetts,2292.65,Q4
Maude Hoffman,401k,Massachusetts,1160.64,Q4
Charlie West,watermelon,New York,460.17,Q4
Tillie Bryant,beanie baby,Florida,1865.99,Q4
Ivan Moore,watermelon,California,603.76,Q4
Lelia Graves,snake,California,75.49,Q4
Estella Dawson,snake,Texas,3047.55,Q4
Douglas Edwards,beanie baby,Massachusetts,253.29,Q4
Hulda Munoz,snake,New York,7.61,Q4
Nelle Alexander,beanie baby,Florida,3229.34,Q4
Jose Harmon,snake,Florida,1123.33,Q4
Sophia Stephens,homeopathic remedy,Texas,3129.57,Q4
Jeff Jennings,snake,California,700.22,Q4
Manuel Boyd,watermelon,Florida,6900.26,Q4
Lottie Graham,401k,Massachusetts,2502.82,Q4
Nora Gray,snake,New York,1687.02,Q4
Mary Townsend,401k,California,2.05,Q4
Isabella Santiago,401k,California,1850.71,Q4
Rodney Day,watermelon,Texas,183.94,Q4
Charlie West,beanie baby,Massachusetts,315.75,Q4
Lelia Graves,homeopathic remedy,California,2882.95,Q4
Estelle Zimmerman,homeopathic remedy,Massachusetts,8248.69,Q4
Tom Massey,watermelon,Massachusetts,1207.17,Q4
